MEMBER_NBR,TERM,OPEN_DATE,LOAN_AMOUNT,RATE,CREDIT_SCORE_AT_ORIG,6_MOS_SCORE_CHG,TARGET_DATE,TIME_OBSERVED,CO,STATUS
1663660,48,2022-10-24 00:00:00.000,10500,9.9,837,-71,2/29/2024,16,0,CLOSED
1085450,60,2024-05-16 00:00:00.000,16000,11.99,776,30,,8,0,OPEN
793060,60,2021-08-20 00:00:00.000,20000,9.4,797,-175,,41,0,OPEN
1184790,48,2022-04-26 00:00:00.000,5000,9.4,794,-43,2/29/2024,22,0,CLOSED
1839460,60,2022-06-21 00:00:00.000,17000,10.4,719,60,,31,0,OPEN
1721440,48,2022-09-08 00:00:00.000,14000,10.4,719,-8,,28,0,OPEN
1342010,48,2023-04-27 00:00:00.000,6998,14.4,775,39,3/31/2024,11,0,CLOSED
1623270,48,2024-02-13 00:00:00.000,3500,12.49,730,41,,11,0,OPEN
1942610,48,2024-05-06 00:00:00.000,10000,11.99,775,3,,8,0,OPEN
107830,48,2024-11-22 00:00:00.000,8000,11.99,774,0,,2,0,OPEN
1668680,60,2022-03-31 00:00:00.000,17000,9.49,713,4,4/30/2023,13,0,CLOSED
1955400,48,2022-10-28 00:00:00.000,11806.31,10.9,734,-19,,27,0,OPEN
1961640,48,2022-12-09 00:00:00.000,3500,17.4,586,63,11/30/2024,23,0,CLOSED
1740510,48,2023-01-26 00:00:00.000,4500,15.9,651,-8,8/31/2023,7,0,CLOSED
1259110,60,2021-03-11 00:00:00.000,20000,8.49,796,-58,7/31/2022,16,0,CLOSED
861430,12,2024-06-26 00:00:00.000,5000,11.99,845,1,7/31/2024,1,0,CLOSED
1301780,48,2025-01-23 00:00:00.000,5600,14.99,658,0,,0,0,OPEN
1731790,24,2021-11-02 00:00:00.000,3500,12.4,666,42,10/31/2022,11,0,CLOSED
686990,60,2022-02-16 00:00:00.000,50000,8.49,755,3,7/31/2024,29,0,CLOSED
2039190,48,2024-03-28 00:00:00.000,6000,11.49,826,-51,,10,0,OPEN
1449840,60,2024-07-05 00:00:00.000,25021.89,11.99,828,-31,,6,0,OPEN
1170580,60,2025-01-08 00:00:00.000,22000,11.99,785,0,,0,0,OPEN
2008450,48,2023-09-14 00:00:00.000,9000,17.9,636,-8,,16,0,OPEN
2069450,60,2023-12-22 00:00:00.000,17978.57,12.9,0,0,,13,0,OPEN
792310,60,2024-06-11 00:00:00.000,24511.46,12.99,731,-22,,7,0,OPEN
1956850,24,2024-06-19 00:00:00.000,5160,14.99,663,-15,,7,0,OPEN
2099710,24,2024-10-25 00:00:00.000,3000,17.4,0,0,,3,0,OPEN
993190,36,2022-01-21 00:00:00.000,3168.2,16.49,538,3,,36,0,OPEN
1077990,48,2022-01-06 00:00:00.000,5000,13.49,640,-36,,36,0,OPEN
1326570,60,2022-04-19 00:00:00.000,18759,9.4,780,1,9/30/2024,29,0,CLOSED
1074710,48,2023-02-08 00:00:00.000,8000,12.9,771,-25,3/31/2024,13,0,CLOSED
489950,60,2022-02-24 00:00:00.000,15000,8.49,851,-5,7/31/2023,17,0,CLOSED
1041040,48,2022-03-16 00:00:00.000,7900,13.49,628,-47,,34,0,OPEN
1490630,60,2023-10-24 00:00:00.000,22000,14.9,698,-3,,15,0,OPEN
1474540,48,2024-10-29 00:00:00.000,6500,11.99,781,0,,3,0,OPEN
1584450,60,2021-03-31 00:00:00.000,20000,8.49,758,11,11/30/2023,32,0,CLOSED
1835260,24,2021-12-08 00:00:00.000,3001,11.4,671,7,11/30/2023,23,0,CLOSED
1713260,36,2022-01-18 00:00:00.000,7000,13.49,643,39,9/30/2022,8,0,CLOSED
1919110,48,2022-07-18 00:00:00.000,50000,9.4,861,-33,8/31/2022,1,0,CLOSED
1564890,48,2021-03-22 00:00:00.000,10000,13.49,639,20,12/31/2022,21,0,CLOSED
1508730,60,2023-12-13 00:00:00.000,16500,12.9,777,-19,,13,0,OPEN
1015270,60,2023-12-21 00:00:00.000,30000,12.9,836,6,,13,0,OPEN
126120,60,2024-07-08 00:00:00.000,26000,11.99,815,27,,6,0,OPEN
3201910,48,2024-12-27 00:00:00.000,8000,13.99,685,0,,1,0,OPEN
1167200,28,2022-03-02 00:00:00.000,4300,9.49,705,8,3/31/2024,24,0,CLOSED
1384770,48,2022-07-15 00:00:00.000,5500,10.4,721,17,9/30/2024,26,0,CLOSED
1316550,60,2022-08-04 00:00:00.000,21000,9.4,751,-13,,29,0,OPEN
1927130,48,2022-11-25 00:00:00.000,3500,14.9,620,-46,2/29/2024,15,1,DEFAULT
1515790,48,2022-09-21 00:00:00.000,5000,10.4,732,-148,,28,0,OPEN
1606640,48,2023-08-31 00:00:00.000,7500,17.9,633,-3,11/30/2024,15,1,DEFAULT
1730850,60,2023-08-10 00:00:00.000,16000,14.9,690,-28,,17,0,OPEN
1867170,48,2023-12-05 00:00:00.000,4000,13.9,732,-9,5/31/2024,5,0,CLOSED
622610,48,2024-11-14 00:00:00.000,5000,12.99,711,0,,2,0,OPEN
1675020,48,2021-03-26 00:00:00.000,7000,10.49,672,13,12/31/2022,21,0,CLOSED
1715710,36,2021-03-10 00:00:00.000,10000,8.49,789,-157,7/31/2024,40,0,CLOSED
1671520,36,2022-02-28 00:00:00.000,30000,8.49,784,-76,11/30/2024,33,0,CLOSED
128790,48,2022-09-01 00:00:00.000,10716.67,9.4,755,-51,8/31/2023,11,0,CLOSED
1641700,60,2024-10-15 00:00:00.000,18900,12.99,738,0,,3,0,OPEN
1628190,36,2022-02-02 00:00:00.000,12000,8.49,753,24,,35,0,OPEN
1648600,48,2022-04-25 00:00:00.000,14893.01,10.4,722,15,7/31/2023,15,0,CLOSED
1154480,48,2023-05-08 00:00:00.000,7000,15.4,712,-18,,20,0,OPEN
2043570,36,2024-02-16 00:00:00.000,4108.78,11.49,783,-96,,11,0,OPEN
985940,60,2023-03-22 00:00:00.000,25000,12.9,782,-4,,22,0,OPEN
2061100,36,2024-05-13 00:00:00.000,4000,13.99,691,-177,,8,0,OPEN
999510,48,2021-03-15 00:00:00.000,14200,9.49,725,32,,46,0,OPEN
1609460,48,2022-05-27 00:00:00.000,8000,10.4,708,-111,12/31/2024,31,0,CLOSED
1787780,48,2023-01-20 00:00:00.000,10000,15.9,650,-32,,24,0,OPEN
1374930,48,2023-11-15 00:00:00.000,4800,14.9,695,24,12/31/2023,1,0,CLOSED
1519650,48,2023-02-09 00:00:00.000,11215.56,15.9,655,18,8/31/2024,18,0,CLOSED
1108830,48,2024-03-06 00:00:00.000,7800,11.49,750,-17,,10,0,OPEN
1676780,48,2024-07-26 00:00:00.000,5000,14.99,667,-8,,6,0,OPEN
924600,60,2024-08-08 00:00:00.000,16000,14.99,669,0,,5,0,OPEN
889920,48,2022-08-29 00:00:00.000,10199.09,9.4,787,18,4/30/2023,8,0,CLOSED
1367910,48,2021-02-18 00:00:00.000,5200,10.49,690,-12,,47,1,DEFAULT
1647320,48,2021-05-13 00:00:00.000,4000,10.4,730,38,3/31/2024,34,0,CLOSED
289440,36,2021-06-23 00:00:00.000,5000,10.4,725,-4,6/30/2024,36,0,CLOSED
479670,48,2024-08-20 00:00:00.000,3400,12.99,719,0,,5,0,OPEN
1768320,60,2021-06-29 00:00:00.000,35000,10.4,738,67,8/31/2022,14,0,CLOSED
252682,60,2021-10-05 00:00:00.000,20000,9.4,855,-160,,39,0,OPEN
346740,48,2022-10-04 00:00:00.000,8000,9.9,823,-67,,27,0,OPEN
1143100,48,2023-12-04 00:00:00.000,9000,12.9,750,-13,,13,0,OPEN
1508730,48,2021-04-05 00:00:00.000,9000,9.4,808,-87,11/30/2024,43,0,CLOSED
209432,60,2021-11-30 00:00:00.000,15365.59,10.4,726,54,7/31/2023,20,0,CLOSED
1700000,60,2022-12-07 00:00:00.000,15000,11.9,676,9,,25,0,OPEN
1073140,60,2023-10-20 00:00:00.000,18000,12.9,757,47,,15,0,OPEN
1685300,36,2025-01-15 00:00:00.000,5000,12.99,716,0,,0,0,OPEN
254340,48,2022-11-28 00:00:00.000,4882.16,10.9,713,-4,3/31/2023,4,0,CLOSED
1974440,48,2023-02-15 00:00:00.000,25000,13.9,713,78,,23,0,OPEN
1827870,60,2024-03-19 00:00:00.000,15000,11.49,822,-2,5/31/2024,2,0,CLOSED
1127900,48,2024-07-22 00:00:00.000,7000,11.99,763,31,,6,0,OPEN
1899440,48,2024-05-30 00:00:00.000,4415,16.49,629,20,,8,0,OPEN
636160,60,2022-06-15 00:00:00.000,21000,9.4,775,0,,31,0,OPEN
1845770,60,2022-09-12 00:00:00.000,21436,12.4,657,70,,28,0,OPEN
1952280,36,2022-11-14 00:00:00.000,3500,12.9,669,-2,3/31/2024,16,0,CLOSED
2045230,48,2024-02-23 00:00:00.000,10000,13.49,678,-103,,11,0,OPEN
1528230,60,2021-04-06 00:00:00.000,15000,10.4,712,-22,5/31/2024,37,0,CLOSED
1975360,60,2023-07-18 00:00:00.000,20000,16.4,697,-20,,18,0,OPEN
1459370,60,2024-01-05 00:00:00.000,30000,12.49,702,-8,,12,0,OPEN
2068040,48,2024-07-19 00:00:00.000,6925,13.99,677,-9,,6,0,OPEN
1659490,60,2024-09-10 00:00:00.000,15000,11.99,848,0,,4,0,OPEN
1620760,48,2024-12-12 00:00:00.000,9700,13.99,685,0,,1,0,OPEN
1288300,48,2021-03-22 00:00:00.000,9000,9.49,705,15,1/31/2024,34,0,CLOSED
1522050,36,2022-07-21 00:00:00.000,4700,10.4,732,-19,5/31/2024,22,0,CLOSED
1951340,48,2023-01-13 00:00:00.000,7655.66,17.9,646,17,4/30/2024,15,0,CLOSED
1949160,48,2023-11-10 00:00:00.000,25000,14.9,693,13,,14,0,OPEN
1464480,48,2021-02-03 00:00:00.000,11587.29,8.49,755,6,8/31/2022,18,0,CLOSED
887410,60,2022-05-24 00:00:00.000,24200,10.4,726,-22,3/31/2023,10,0,CLOSED
1455520,12,2023-11-07 00:00:00.000,5000,12.9,794,23,8/31/2024,9,0,CLOSED
1838920,48,2024-03-05 00:00:00.000,14899.47,13.49,692,-3,,10,0,OPEN
1056350,60,2021-10-15 00:00:00.000,23000,10.4,737,19,,39,0,OPEN
1791850,48,2022-02-14 00:00:00.000,4460.96,8.49,748,-52,,35,0,OPEN
1715310,60,2022-08-18 00:00:00.000,20745.04,11.4,685,-151,,29,0,OPEN
1871550,48,2022-05-06 00:00:00.000,9369.03,10.4,715,-11,,32,0,OPEN
289150,60,2022-10-14 00:00:00.000,33000,9.9,861,-174,8/31/2024,22,0,CLOSED
1714170,36,2023-06-13 00:00:00.000,5000,16.4,671,21,,19,0,OPEN
1463300,48,2023-05-16 00:00:00.000,7500,15.4,726,-20,,20,0,OPEN
1820280,60,2024-03-28 00:00:00.000,25000,11.49,782,-23,,10,0,OPEN
1805430,48,2024-10-15 00:00:00.000,15000,11.49,760,0,,3,0,OPEN
1553490,48,2021-03-31 00:00:00.000,11000,9.49,704,-28,10/31/2024,43,0,CLOSED
1390870,48,2022-09-19 00:00:00.000,9733.34,11.4,693,30,,28,0,OPEN
1744580,60,2023-11-14 00:00:00.000,15000,12.9,761,-6,,14,0,OPEN
1615770,48,2021-03-29 00:00:00.000,6600,13.49,625,-18,,46,1,DEFAULT
1882110,48,2022-07-05 00:00:00.000,12000,11.4,677,1,,30,0,OPEN
840020,36,2022-10-25 00:00:00.000,15000,9.9,776,-15,6/30/2023,8,0,CLOSED
1409530,36,2024-07-18 00:00:00.000,4550,16.99,627,-8,,6,0,OPEN
1295020,48,2024-12-13 00:00:00.000,10000,11.99,760,0,,1,0,OPEN
2045910,60,2024-12-23 00:00:00.000,15000,13.99,677,0,,1,0,OPEN
1283310,60,2021-03-04 00:00:00.000,12263.19,9.49,700,29,7/31/2024,40,0,CLOSED
1838110,48,2023-02-16 00:00:00.000,9000,14.9,671,66,,23,0,OPEN
73606,48,2023-03-15 00:00:00.000,10000,12.9,776,-27,3/31/2024,12,0,CLOSED
708450,60,2024-04-17 00:00:00.000,25000,15.9,667,-5,,9,0,OPEN
1817200,36,2021-10-04 00:00:00.000,5000,11.4,680,-7,8/31/2024,34,0,CLOSED
1929820,60,2022-08-12 00:00:00.000,13500,11.4,670,24,1/31/2024,17,0,CLOSED
1713750,60,2021-12-09 00:00:00.000,40000,11.4,699,28,9/30/2023,21,1,DEFAULT
1107100,48,2022-04-20 00:00:00.000,8304.26,9.4,856,-36,4/30/2024,24,0,CLOSED
1481170,48,2024-06-26 00:00:00.000,11847.26,13.99,683,-61,,7,0,OPEN
2002030,48,2023-07-27 00:00:00.000,5000,17.9,642,39,10/31/2023,3,0,CLOSED
970990,60,2024-01-04 00:00:00.000,30000,12.49,731,99,,12,0,OPEN
1957,48,2022-09-07 00:00:00.000,8000,9.4,862,-44,10/31/2022,1,0,CLOSED
70176,60,2024-08-23 00:00:00.000,21107.28,13.99,695,0,12/31/2024,4,0,CLOSED
1874490,36,2022-04-29 00:00:00.000,5000,11.4,680,-134,6/30/2023,14,1,DEFAULT
1800230,36,2023-02-03 00:00:00.000,7500,15.9,0,0,6/30/2023,4,0,CLOSED
144720,60,2024-07-24 00:00:00.000,25000,11.99,775,-20,,6,0,OPEN
2081830,36,2024-08-08 00:00:00.000,3001,19.99,612,0,,5,0,OPEN
2023850,48,2024-03-26 00:00:00.000,5000,11.49,752,-13,,10,0,OPEN
433020,48,2024-08-05 00:00:00.000,4000,13.99,681,0,,5,0,OPEN
1514790,60,2024-04-29 00:00:00.000,30000,11.99,839,-93,,9,0,OPEN
579700,24,2021-06-09 00:00:00.000,45000,9.4,758,-11,11/30/2022,17,0,CLOSED
1609490,60,2021-08-20 00:00:00.000,32140,12.4,662,67,,41,0,OPEN
948490,60,2023-03-02 00:00:00.000,29000,13.9,726,43,,22,0,OPEN
1202080,36,2023-11-13 00:00:00.000,6000,13.9,713,-70,,14,0,OPEN
1206740,24,2021-05-05 00:00:00.000,3100,10.4,732,-23,9/30/2022,16,0,CLOSED
1764350,60,2024-06-21 00:00:00.000,15000,13.99,697,25,,7,0,OPEN
59748,48,2024-10-10 00:00:00.000,3001,14.99,654,0,,3,0,OPEN
2076210,60,2024-07-11 00:00:00.000,17846.23,11.99,797,-132,,6,0,OPEN
1325020,60,2021-04-28 00:00:00.000,15000,10.4,715,-71,8/31/2024,40,0,CLOSED
1753010,48,2022-12-15 00:00:00.000,10000,10.9,703,-4,,25,0,OPEN
1648880,48,2023-03-09 00:00:00.000,13000,17.9,622,55,,22,0,OPEN
1354640,48,2023-06-09 00:00:00.000,10072.68,16.4,696,35,,19,0,OPEN
1704990,60,2021-03-26 00:00:00.000,15000,8.49,749,90,3/31/2024,36,0,CLOSED
1189530,48,2024-06-04 00:00:00.000,5000,12.99,722,-1,,7,0,OPEN
1982970,60,2021-03-23 00:00:00.000,20000,8.49,799,0,9/30/2022,18,0,CLOSED
1837020,24,2022-10-21 00:00:00.000,15000,14.9,645,-21,9/30/2023,11,1,DEFAULT
2029660,60,2023-12-12 00:00:00.000,15000,13.9,712,39,,13,0,OPEN
868090,60,2024-07-23 00:00:00.000,23700,13.99,682,9,8/31/2024,1,0,CLOSED
1444330,60,2023-12-01 00:00:00.000,30000,12.9,760,15,,13,0,OPEN
2009000,36,2024-06-12 00:00:00.000,3500,19.99,574,24,,7,0,OPEN
1631400,60,2021-03-29 00:00:00.000,20000,9.49,0,0,,46,0,OPEN
350560,48,2021-05-07 00:00:00.000,20000,10.4,724,-28,11/30/2024,42,0,CLOSED
424350,60,2022-11-23 00:00:00.000,30000,9.9,832,-54,4/30/2023,5,0,CLOSED
1862570,36,2023-03-01 00:00:00.000,6000,13.9,724,18,2/29/2024,11,0,CLOSED
1358600,36,2023-11-14 00:00:00.000,6500,12.9,766,-8,10/31/2024,11,0,CLOSED
571020,60,2024-11-20 00:00:00.000,15000,11.99,844,0,,2,0,OPEN
1775990,48,2024-12-12 00:00:00.000,4000,16.99,634,0,,1,0,OPEN
1341590,24,2021-10-22 00:00:00.000,5000,11.4,691,-99,12/31/2023,26,0,CLOSED
1718580,60,2022-05-10 00:00:00.000,15000,11.4,698,-24,,32,0,OPEN
477370,36,2022-07-08 00:00:00.000,4000,9.4,821,-6,,30,0,OPEN
1918200,48,2022-07-14 00:00:00.000,10000,9.4,743,7,,30,0,OPEN
1791470,48,2023-05-09 00:00:00.000,10000,14.4,770,-10,5/31/2024,12,0,CLOSED
1192300,48,2023-08-14 00:00:00.000,6000,13.9,703,1,11/30/2023,3,0,CLOSED
498080,36,2024-02-26 00:00:00.000,11400,14.49,654,46,,11,0,OPEN
1595210,60,2024-11-01 00:00:00.000,16000,11.99,854,0,12/31/2024,1,0,CLOSED
1367270,48,2021-11-02 00:00:00.000,8900,17.4,611,-13,,38,0,OPEN
2021880,48,2022-02-22 00:00:00.000,10000,0,654,0,8/31/2024,30,1,DEFAULT
1976980,48,2023-02-24 00:00:00.000,7500,13.9,714,8,9/30/2024,19,0,CLOSED
1806040,48,2023-03-29 00:00:00.000,4600,17.4,651,-48,,22,0,OPEN
1659490,48,2023-04-19 00:00:00.000,12000,14.4,857,-6,2/29/2024,10,0,CLOSED
1758700,48,2023-09-18 00:00:00.000,7500,17.9,644,29,11/30/2024,14,1,DEFAULT
1364850,60,2024-04-23 00:00:00.000,20000,14.99,667,-13,,9,0,OPEN
1632150,48,2024-09-06 00:00:00.000,8000,11.49,797,0,,4,0,OPEN
1510000,36,2021-10-14 00:00:00.000,10387.78,14.4,625,-30,9/30/2024,35,0,CLOSED
1854960,48,2022-07-29 00:00:00.000,9932.94,9.4,745,-128,8/31/2023,13,1,DEFAULT
803780,60,2022-11-23 00:00:00.000,15000,10.9,713,-13,,26,0,OPEN
1570760,60,2023-04-06 00:00:00.000,20000,14.4,773,-36,,21,0,OPEN
2039520,60,2024-02-20 00:00:00.000,16549.98,11.49,786,23,,11,0,OPEN
2005660,60,2024-10-11 00:00:00.000,30000,12.99,727,0,,3,0,OPEN
1704170,60,2021-02-04 00:00:00.000,19500,9.49,715,39,,47,0,OPEN
65503,48,2021-04-02 00:00:00.000,12940,13.49,642,29,,45,0,OPEN
731850,60,2021-10-27 00:00:00.000,25000,11.4,671,-24,,39,0,OPEN
1369070,60,2022-02-07 00:00:00.000,24000,8.49,803,-4,,35,0,OPEN
1674570,48,2024-06-05 00:00:00.000,3200,12.99,708,-12,,7,0,OPEN
795120,48,2024-12-05 00:00:00.000,4400,13.99,681,0,,1,0,OPEN
1729400,48,2021-05-11 00:00:00.000,5000,11.4,678,14,8/31/2022,15,0,CLOSED
1461120,36,2022-05-17 00:00:00.000,5000,9.4,753,-4,,32,0,OPEN
1301780,48,2023-03-01 00:00:00.000,4000,17.9,647,2,,22,0,OPEN
1052300,48,2024-01-29 00:00:00.000,5000,12.49,727,23,,12,0,OPEN
1990120,48,2023-05-06 00:00:00.000,4000,16.4,690,-94,8/31/2024,15,0,CLOSED
2084300,60,2024-08-23 00:00:00.000,7500,11.99,0,0,,5,0,OPEN
1048760,60,2021-12-20 00:00:00.000,20000,9.4,758,-3,1/31/2023,13,0,CLOSED
1810290,60,2022-01-18 00:00:00.000,31701.22,9.49,708,72,11/30/2022,10,0,CLOSED
1441750,48,2022-02-01 00:00:00.000,3400,9.49,713,-14,7/31/2024,29,1,DEFAULT
71072,48,2022-04-11 00:00:00.000,14000,11.4,686,42,11/30/2022,7,0,CLOSED
1606810,60,2022-08-04 00:00:00.000,24615,10.4,706,-3,,29,0,OPEN
1570970,48,2022-11-09 00:00:00.000,12000,11.9,695,-11,4/30/2023,5,0,CLOSED
1958530,60,2022-11-16 00:00:00.000,18000,9.9,820,-18,7/31/2023,8,0,CLOSED
1872660,48,2024-02-01 00:00:00.000,13000,11.49,754,6,,11,0,OPEN
2089980,48,2024-09-16 00:00:00.000,12000,12.99,706,0,,4,0,OPEN
1539930,36,2021-03-22 00:00:00.000,7200,8.49,763,26,2/29/2024,35,0,CLOSED
1660870,48,2021-03-26 00:00:00.000,3354.54,8.49,0,0,11/30/2023,32,0,CLOSED
1255370,60,2022-02-18 00:00:00.000,20000,8.49,743,-101,,35,0,OPEN
1600980,60,2022-07-14 00:00:00.000,30000,9.4,847,-116,,30,0,OPEN
2067420,48,2024-06-10 00:00:00.000,9500,14.99,650,13,,7,0,OPEN
746160,48,2024-09-10 00:00:00.000,6000,11.99,827,0,,4,0,OPEN
1875910,48,2022-04-29 00:00:00.000,5000,10.4,735,-18,2/29/2024,22,0,CLOSED
2066410,36,2023-03-21 00:00:00.000,3001,17.9,623,0,7/31/2024,16,0,CLOSED
1207230,24,2023-07-05 00:00:00.000,5000,14.4,836,8,11/30/2023,4,0,CLOSED
645780,48,2024-04-09 00:00:00.000,4200,12.9,819,-24,,9,0,OPEN
1255130,48,2021-08-03 00:00:00.000,10124.23,12.4,651,3,12/31/2024,40,0,CLOSED
1510000,36,2023-07-18 00:00:00.000,11000,16.4,676,27,,18,0,OPEN
1351210,36,2023-08-31 00:00:00.000,5000,17.9,637,3,,17,0,OPEN
1149290,48,2023-11-15 00:00:00.000,13500,15.9,665,-47,,14,0,OPEN
1177550,48,2024-11-01 00:00:00.000,11000,19.99,555,0,,2,0,OPEN
719240,60,2023-10-13 00:00:00.000,15000,12.9,798,9,,15,0,OPEN
1059470,60,2024-05-31 00:00:00.000,24000,11.99,803,-57,,8,0,OPEN
1946880,60,2023-09-21 00:00:00.000,30000,13.9,722,-43,,16,0,OPEN
1148390,48,2024-08-27 00:00:00.000,7000,13.99,689,0,,5,0,OPEN
571560,48,2024-09-17 00:00:00.000,10000,11.99,840,0,,4,0,OPEN
443810,48,2023-05-24 00:00:00.000,5000,17.4,658,-9,8/31/2023,3,0,CLOSED
756030,48,2023-06-20 00:00:00.000,10000,14.4,825,2,7/31/2024,13,0,CLOSED
1443000,60,2024-05-28 00:00:00.000,30000,11.99,769,-42,,8,0,OPEN
1300590,12,2021-10-27 00:00:00.000,4000,10.4,715,-38,9/30/2022,11,0,CLOSED
1483310,36,2022-01-11 00:00:00.000,13275.91,8.49,762,-58,12/31/2023,23,1,DEFAULT
1335360,48,2022-04-06 00:00:00.000,12000,8.49,774,-38,5/31/2024,25,0,CLOSED
1761280,48,2023-02-23 00:00:00.000,5000,13.9,703,28,12/31/2024,22,0,CLOSED
2032960,60,2023-12-27 00:00:00.000,28000,14.9,671,36,,13,0,OPEN
1575680,36,2024-01-24 00:00:00.000,3500,19.49,489,-25,,12,0,OPEN
1056510,48,2024-03-14 00:00:00.000,8216.21,12.49,733,11,,10,0,OPEN
1000610,48,2024-07-05 00:00:00.000,10655.7,11.99,760,1,,6,0,OPEN
1605370,60,2021-05-11 00:00:00.000,17495,10.4,720,-16,,44,0,OPEN
1642180,48,2022-01-04 00:00:00.000,12000,8.49,746,-89,9/30/2024,32,1,DEFAULT
1590940,60,2022-02-11 00:00:00.000,15000,9.49,707,15,10/31/2024,32,1,DEFAULT
1681120,60,2022-11-03 00:00:00.000,23000,11.9,694,-9,,26,0,OPEN
1207000,48,2023-06-15 00:00:00.000,5000,15.4,719,-4,,19,0,OPEN
61453,48,2024-09-03 00:00:00.000,7500,11.99,797,0,,4,0,OPEN
1978720,60,2022-03-04 00:00:00.000,48000,8.49,845,0,,34,0,OPEN
1875310,36,2022-04-26 00:00:00.000,20000,9.4,843,-131,2/29/2024,22,0,CLOSED
1688520,60,2022-05-27 00:00:00.000,37000,9.4,742,-37,7/31/2022,2,0,CLOSED
16261,60,2022-07-05 00:00:00.000,25000,10.4,730,-33,3/31/2023,8,0,CLOSED
1430800,60,2024-01-16 00:00:00.000,15000,11.49,824,22,,12,0,OPEN
1813780,60,2025-01-15 00:00:00.000,18527.93,12.99,706,0,,0,0,OPEN
1693830,48,2024-06-06 00:00:00.000,15500,11.99,772,-1,,7,0,OPEN
1631760,60,2022-02-24 00:00:00.000,15000,8.49,783,-4,,35,0,OPEN
248400,60,2022-09-09 00:00:00.000,20000,9.4,837,-6,,28,0,OPEN
2017840,60,2023-10-18 00:00:00.000,16500,14.9,696,-29,,15,0,OPEN
1132540,36,2024-03-26 00:00:00.000,4000,19.49,596,-58,,10,0,OPEN
1549530,60,2023-09-05 00:00:00.000,19000,15.9,665,-47,,16,0,OPEN
1219400,48,2021-09-17 00:00:00.000,7742.48,12.4,660,-26,9/30/2024,36,0,CLOSED
1791910,48,2021-10-29 00:00:00.000,13897.38,12.4,668,27,,39,0,OPEN
791720,48,2021-12-28 00:00:00.000,11752.63,9.4,742,33,,37,0,OPEN
1261970,60,2022-10-25 00:00:00.000,20000,11.9,691,11,,27,0,OPEN
1636770,48,2024-01-08 00:00:00.000,14000,13.49,689,-16,,12,0,OPEN
597520,48,2025-01-03 00:00:00.000,7000,11.99,793,0,,0,0,OPEN
2098550,60,2025-01-14 00:00:00.000,25000,12.99,736,0,,0,0,OPEN
1757200,60,2021-05-19 00:00:00.000,20000,11.4,671,0,12/31/2024,43,0,CLOSED
1462640,48,2022-04-21 00:00:00.000,13148.31,10.4,725,9,,33,0,OPEN
334120,48,2022-07-22 00:00:00.000,4000,9.4,795,-47,4/30/2023,9,0,CLOSED
1884190,60,2023-06-14 00:00:00.000,15000,16.4,670,81,,19,0,OPEN
2072500,60,2023-06-23 00:00:00.000,16000,0,788,0,,19,1,DEFAULT
1862230,60,2024-09-18 00:00:00.000,21722.67,12.99,734,0,,4,0,OPEN
1519690,32,2021-03-29 00:00:00.000,12000,8.49,853,-8,6/30/2023,27,0,CLOSED
1401580,48,2021-04-30 00:00:00.000,7220.99,12.4,651,-34,,45,0,OPEN
1710490,48,2021-11-01 00:00:00.000,4000,17.4,599,-62,,38,0,OPEN
1181500,60,2022-01-12 00:00:00.000,39404.59,9.49,706,-5,,36,0,OPEN
966530,60,2022-04-26 00:00:00.000,30816.75,9.4,789,-13,,33,0,OPEN
971170,48,2023-11-08 00:00:00.000,6000,13.9,731,-5,,14,0,OPEN
2048010,60,2024-03-12 00:00:00.000,25008.23,11.49,788,-94,,10,0,OPEN
1842550,24,2024-05-08 00:00:00.000,4365.47,11.99,781,-11,,8,0,OPEN
1195740,48,2024-06-17 00:00:00.000,15705,12.99,707,66,,7,0,OPEN
1761700,60,2021-05-27 00:00:00.000,20000,11.4,692,46,7/31/2023,26,1,DEFAULT
1522520,48,2021-08-04 00:00:00.000,14999,10.4,702,-28,,41,0,OPEN
1427160,48,2022-08-23 00:00:00.000,10000,14.4,647,11,,29,0,OPEN
1814040,60,2023-08-21 00:00:00.000,15000,13.9,729,-11,7/31/2024,11,0,CLOSED
1077090,48,2023-08-16 00:00:00.000,6000,14.9,689,9,,17,0,OPEN
1431910,60,2024-03-12 00:00:00.000,23000,11.49,844,-6,,10,0,OPEN
2057320,48,2024-11-26 00:00:00.000,14500,14.99,668,0,,2,0,OPEN
1772630,60,2022-01-20 00:00:00.000,28010.92,9.49,732,-54,7/31/2022,6,0,CLOSED
1367420,48,2024-05-07 00:00:00.000,8400,16.99,646,-13,,8,0,OPEN
204330,48,2024-06-21 00:00:00.000,10000,13.99,690,-32,,7,0,OPEN
1667540,48,2023-08-31 00:00:00.000,5600,0,629,-9,11/30/2023,3,1,DEFAULT
1021490,60,2023-09-29 00:00:00.000,15000,12.9,756,18,,16,0,OPEN
1740020,60,2023-10-26 00:00:00.000,23000,12.9,837,19,,15,0,OPEN
1836690,60,2023-12-20 00:00:00.000,16000,13.9,738,-22,,13,0,OPEN
1413540,36,2023-10-04 00:00:00.000,3001,13.9,730,39,,15,0,OPEN
1126790,24,2021-06-18 00:00:00.000,5000,11.4,694,-15,10/31/2022,16,0,CLOSED
1011930,48,2022-02-24 00:00:00.000,7170.03,11.49,668,73,12/31/2022,10,0,CLOSED
66910,60,2023-01-07 00:00:00.000,30000,10.9,725,-1,,24,0,OPEN
